,X,Y,Z,n_points_10,corr_dim_10
0,0.0,-100.0,0.0,1,7.631024693995909e-06
1,33.33333206176758,-100.0,0.0,1,7.631024693995909e-06
2,66.66666412353516,-100.0,0.0,1,7.631024693995909e-06
3,100.0,-100.0,0.0,1,7.631024693995909e-06
4,87.5,-75.0,0.0,1,7.631024693995909e-06
5,75.0,-50.0,0.0,1,7.631024693995909e-06
6,62.5,-25.0,0.0,1,7.631024693995909e-06
7,50.0,0.0,0.0,1,7.631024693995909e-06
8,37.5,25.0,0.0,1,7.631024693995909e-06
9,25.0,50.0,0.0,1,7.631024693995909e-06
10,12.5,75.0,0.0,1,7.631024693995909e-06
11,0.0,100.0,0.0,1,7.631024693995909e-06
12,32.82692337036133,-100.0,-5.78827238082886,1,7.631024693995909e-06
13,65.65384674072266,-100.0,-11.57654476165771,1,7.631024693995909e-06
14,98.48077392578125,-100.0,-17.36481857299805,1,7.631024693995909e-06
15,86.1706771850586,-75.0,-15.19421577453613,1,7.631024693995909e-06
16,73.86058044433594,-50.0,-13.02361297607422,1,7.631024693995909e-06
17,61.55048370361328,-25.0,-10.85301113128662,1,7.631024693995909e-06
18,49.24038696289062,0.0,-8.68240928649902,1,7.631024693995909e-06
19,36.93029022216797,25.0,-6.51180648803711,1,7.631024693995909e-06
20,24.62019348144531,50.0,-4.34120464324951,1,7.631024693995909e-06
21,12.31009674072266,75.0,-2.17060232162476,1,7.631024693995909e-06
22,31.32308769226074,-100.0,-11.40067100524902,1,7.631024693995909e-06
23,62.64617538452148,-100.0,-22.80134201049805,1,7.631024693995909e-06
24,93.9692611694336,-100.0,-34.2020149230957,1,7.631024693995909e-06
25,82.22310638427734,-75.0,-29.92676162719727,1,7.631024693995909e-06
26,70.47694396972656,-50.0,-25.65151023864746,1,7.631024693995909e-06
27,58.73078918457031,-25.0,-21.37625885009766,1,7.631024693995909e-06
28,46.9846305847168,0.0,-17.10100746154785,1,7.631024693995909e-06
29,35.23847198486328,25.0,-12.82575511932373,1,7.631024693995909e-06
30,23.4923152923584,50.0,-8.55050373077393,1,7.631024693995909e-06
31,11.7461576461792,75.0,-4.27525186538696,1,7.631024693995909e-06
32,28.86751365661621,-100.0,-16.66666603088379,1,7.631024693995909e-06
33,57.73502731323242,-100.0,-33.33333206176758,1,7.631024693995909e-06
34,86.6025390625,-100.0,-50.0,1,7.631024693995909e-06
35,75.7772216796875,-75.0,-43.75,1,7.631024693995909e-06
36,64.951904296875,-50.0,-37.5,1,7.631024693995909e-06
37,54.1265869140625,-25.0,-31.25,1,7.631024693995909e-06
38,43.30126953125,0.0,-25.0,1,7.631024693995909e-06
39,32.4759521484375,25.0,-18.75,1,7.631024693995909e-06
40,21.650634765625,50.0,-12.5,1,7.631024693995909e-06
41,10.8253173828125,75.0,-6.25,1,7.631024693995909e-06
42,25.53481483459473,-100.0,-21.42625427246094,1,7.631024693995909e-06
43,51.06962966918945,-100.0,-42.85250854492188,1,7.631024693995909e-06
44,76.60444641113281,-100.0,-64.27876281738281,1,7.631024693995909e-06
45,67.02889251708984,-75.0,-56.24391555786133,1,7.631024693995909e-06
46,57.45333480834961,-50.0,-48.20907211303711,1,7.631024693995909e-06
47,47.87777709960938,-25.0,-40.17422485351562,1,7.631024693995909e-06
48,38.30222320556641,0.0,-32.13938140869141,1,7.631024693995909e-06
49,28.7266674041748,25.0,-24.10453605651855,1,7.631024693995909e-06
50,19.1511116027832,50.0,-16.0696907043457,1,7.631024693995909e-06
51,9.5755558013916,75.0,-8.03484535217285,1,7.631024693995909e-06
52,21.42625427246094,-100.0,-25.53481483459473,1,7.631024693995909e-06
53,42.85250854492188,-100.0,-51.06962966918945,1,7.631024693995909e-06
54,64.27876281738281,-100.0,-76.60444641113281,1,7.631024693995909e-06
55,56.24391555786133,-75.0,-67.02889251708984,1,7.631024693995909e-06
56,48.20907211303711,-50.0,-57.45333480834961,1,7.631024693995909e-06
57,40.17422485351562,-25.0,-47.87777709960938,1,7.631024693995909e-06
58,32.13938140869141,0.0,-38.30222320556641,1,7.631024693995909e-06
59,24.10453605651855,25.0,-28.7266674041748,1,7.631024693995909e-06
60,16.0696907043457,50.0,-19.1511116027832,1,7.631024693995909e-06
61,8.03484535217285,75.0,-9.5755558013916,1,7.631024693995909e-06
62,16.66666603088379,-100.0,-28.86751365661621,1,7.631024693995909e-06
63,33.33333206176758,-100.0,-57.73502731323242,1,7.631024693995909e-06
64,50.0,-100.0,-86.6025390625,1,7.631024693995909e-06
65,43.75,-75.0,-75.7772216796875,1,7.631024693995909e-06
66,37.5,-50.0,-64.951904296875,1,7.631024693995909e-06
67,31.25,-25.0,-54.1265869140625,1,7.631024693995909e-06
68,25.0,0.0,-43.30126953125,1,7.631024693995909e-06
69,18.75,25.0,-32.4759521484375,1,7.631024693995909e-06
70,12.5,50.0,-21.650634765625,1,7.631024693995909e-06
71,6.25,75.0,-10.8253173828125,1,7.631024693995909e-06
72,11.40067100524902,-100.0,-31.32308769226074,1,7.631024693995909e-06
73,22.80134201049805,-100.0,-62.64617538452148,1,7.631024693995909e-06
74,34.2020149230957,-100.0,-93.9692611694336,1,7.631024693995909e-06
75,29.92676162719727,-75.0,-82.22310638427734,1,7.631024693995909e-06
76,25.65151023864746,-50.0,-70.47694396972656,1,7.631024693995909e-06
77,21.37625885009766,-25.0,-58.73078918457031,1,7.631024693995909e-06
78,17.10100746154785,0.0,-46.9846305847168,1,7.631024693995909e-06
79,12.82575511932373,25.0,-35.23847198486328,1,7.631024693995909e-06
80,8.55050373077393,50.0,-23.4923152923584,1,7.631024693995909e-06
81,4.27525186538696,75.0,-11.7461576461792,1,7.631024693995909e-06
82,5.78827238082886,-100.0,-32.82692337036133,1,7.631024693995909e-06
83,11.57654476165771,-100.0,-65.65384674072266,1,7.631024693995909e-06
84,17.36481857299805,-100.0,-98.48077392578125,1,7.631024693995909e-06
85,15.19421577453613,-75.0,-86.1706771850586,1,7.631024693995909e-06
86,13.02361297607422,-50.0,-73.86058044433594,1,7.631024693995909e-06
87,10.85301113128662,-25.0,-61.55048370361328,1,7.631024693995909e-06
88,8.68240928649902,0.0,-49.24038696289062,1,7.631024693995909e-06
89,6.51180648803711,25.0,-36.93029022216797,1,7.631024693995909e-06
90,4.34120464324951,50.0,-24.62019348144531,1,7.631024693995909e-06
91,2.17060232162476,75.0,-12.31009674072266,1,7.631024693995909e-06
92,0.0,-100.0,-33.33333206176758,1,7.631024693995909e-06
93,0.0,-100.0,-66.66666412353516,1,7.631024693995909e-06
94,1e-14,-100.0,-100.0,1,7.631024693995909e-06
95,1e-14,-75.0,-87.5,1,7.631024693995909e-06
96,0.0,-50.0,-75.0,1,7.631024693995909e-06
97,0.0,-25.0,-62.5,1,7.631024693995909e-06
98,0.0,0.0,-50.0,1,7.631024693995909e-06
99,0.0,25.0,-37.5,1,7.631024693995909e-06
100,0.0,50.0,-25.0,1,7.631024693995909e-06
101,0.0,75.0,-12.5,1,7.631024693995909e-06
102,-5.78827238082886,-100.0,-32.82692337036133,1,7.631024693995909e-06
103,-11.57654476165771,-100.0,-65.65384674072266,1,7.631024693995909e-06
104,-17.36481857299805,-100.0,-98.48077392578125,1,7.631024693995909e-06
105,-15.19421577453613,-75.0,-86.1706771850586,1,7.631024693995909e-06
106,-13.02361297607422,-50.0,-73.86058044433594,1,7.631024693995909e-06
107,-10.85301113128662,-25.0,-61.55048370361328,1,7.631024693995909e-06
108,-8.68240928649902,0.0,-49.24038696289062,1,7.631024693995909e-06
109,-6.51180648803711,25.0,-36.93029022216797,1,7.631024693995909e-06
110,-4.34120464324951,50.0,-24.62019348144531,1,7.631024693995909e-06
111,-2.17060232162476,75.0,-12.31009674072266,1,7.631024693995909e-06
112,-11.40067100524902,-100.0,-31.32308769226074,1,7.631024693995909e-06
113,-22.80134201049805,-100.0,-62.64617538452148,1,7.631024693995909e-06
114,-34.2020149230957,-100.0,-93.9692611694336,1,7.631024693995909e-06
115,-29.92676162719727,-75.0,-82.22310638427734,1,7.631024693995909e-06
116,-25.65151023864746,-50.0,-70.47694396972656,1,7.631024693995909e-06
117,-21.37625885009766,-25.0,-58.73078918457031,1,7.631024693995909e-06
118,-17.10100746154785,0.0,-46.9846305847168,1,7.631024693995909e-06
119,-12.82575511932373,25.0,-35.23847198486328,1,7.631024693995909e-06
120,-8.55050373077393,50.0,-23.4923152923584,1,7.631024693995909e-06
121,-4.27525186538696,75.0,-11.7461576461792,1,7.631024693995909e-06
122,-16.66666603088379,-100.0,-28.86751365661621,1,7.631024693995909e-06
123,-33.33333206176758,-100.0,-57.73502731323242,1,7.631024693995909e-06
124,-50.0,-100.0,-86.6025390625,1,7.631024693995909e-06
125,-43.75,-75.0,-75.7772216796875,1,7.631024693995909e-06
126,-37.5,-50.0,-64.951904296875,1,7.631024693995909e-06
127,-31.25,-25.0,-54.1265869140625,1,7.631024693995909e-06
128,-25.0,0.0,-43.30126953125,1,7.631024693995909e-06
129,-18.75,25.0,-32.4759521484375,1,7.631024693995909e-06
130,-12.5,50.0,-21.650634765625,1,7.631024693995909e-06
131,-6.25,75.0,-10.8253173828125,1,7.631024693995909e-06
132,-21.42625427246094,-100.0,-25.53481483459473,1,7.631024693995909e-06
133,-42.85250854492188,-100.0,-51.06962966918945,1,7.631024693995909e-06
134,-64.27876281738281,-100.0,-76.60444641113281,1,7.631024693995909e-06
135,-56.24391555786133,-75.0,-67.02889251708984,1,7.631024693995909e-06
136,-48.20907211303711,-50.0,-57.45333480834961,1,7.631024693995909e-06
137,-40.17422485351562,-25.0,-47.87777709960938,1,7.631024693995909e-06
138,-32.13938140869141,0.0,-38.30222320556641,1,7.631024693995909e-06
139,-24.10453605651855,25.0,-28.7266674041748,1,7.631024693995909e-06
140,-16.0696907043457,50.0,-19.1511116027832,1,7.631024693995909e-06
141,-8.03484535217285,75.0,-9.5755558013916,1,7.631024693995909e-06
142,-25.53481483459473,-100.0,-21.42625427246094,1,7.631024693995909e-06
143,-51.06962966918945,-100.0,-42.85250854492188,1,7.631024693995909e-06
144,-76.60444641113281,-100.0,-64.27876281738281,1,7.631024693995909e-06
145,-67.02889251708984,-75.0,-56.24391555786133,1,7.631024693995909e-06
146,-57.45333480834961,-50.0,-48.20907211303711,1,7.631024693995909e-06
147,-47.87777709960938,-25.0,-40.17422485351562,1,7.631024693995909e-06
148,-38.30222320556641,0.0,-32.13938140869141,1,7.631024693995909e-06
149,-28.7266674041748,25.0,-24.10453605651855,1,7.631024693995909e-06
150,-19.1511116027832,50.0,-16.0696907043457,1,7.631024693995909e-06
151,-9.5755558013916,75.0,-8.03484535217285,1,7.631024693995909e-06
152,-28.86751365661621,-100.0,-16.66666603088379,1,7.631024693995909e-06
153,-57.73502731323242,-100.0,-33.33333206176758,1,7.631024693995909e-06
154,-86.6025390625,-100.0,-50.0,1,7.631024693995909e-06
155,-75.7772216796875,-75.0,-43.75,1,7.631024693995909e-06
156,-64.951904296875,-50.0,-37.5,1,7.631024693995909e-06
157,-54.1265869140625,-25.0,-31.25,1,7.631024693995909e-06
158,-43.30126953125,0.0,-25.0,1,7.631024693995909e-06
159,-32.4759521484375,25.0,-18.75,1,7.631024693995909e-06
160,-21.650634765625,50.0,-12.5,1,7.631024693995909e-06
161,-10.8253173828125,75.0,-6.25,1,7.631024693995909e-06
162,-31.32308769226074,-100.0,-11.40067100524902,1,7.631024693995909e-06
163,-62.64617538452148,-100.0,-22.80134201049805,1,7.631024693995909e-06
164,-93.9692611694336,-100.0,-34.2020149230957,1,7.631024693995909e-06
165,-82.22310638427734,-75.0,-29.92676162719727,1,7.631024693995909e-06
166,-70.47694396972656,-50.0,-25.65151023864746,1,7.631024693995909e-06
167,-58.73078918457031,-25.0,-21.37625885009766,1,7.631024693995909e-06
168,-46.9846305847168,0.0,-17.10100746154785,1,7.631024693995909e-06
169,-35.23847198486328,25.0,-12.82575511932373,1,7.631024693995909e-06
170,-23.4923152923584,50.0,-8.55050373077393,1,7.631024693995909e-06
171,-11.7461576461792,75.0,-4.27525186538696,1,7.631024693995909e-06
172,-32.82692337036133,-100.0,-5.78827238082886,1,7.631024693995909e-06
173,-65.65384674072266,-100.0,-11.57654476165771,1,7.631024693995909e-06
174,-98.48077392578125,-100.0,-17.36481857299805,1,7.631024693995909e-06
175,-86.1706771850586,-75.0,-15.19421577453613,1,7.631024693995909e-06
176,-73.86058044433594,-50.0,-13.02361297607422,1,7.631024693995909e-06
177,-61.55048370361328,-25.0,-10.85301113128662,1,7.631024693995909e-06
178,-49.24038696289062,0.0,-8.68240928649902,1,7.631024693995909e-06
179,-36.93029022216797,25.0,-6.51180648803711,1,7.631024693995909e-06
180,-24.62019348144531,50.0,-4.34120464324951,1,7.631024693995909e-06
181,-12.31009674072266,75.0,-2.17060232162476,1,7.631024693995909e-06
182,-33.33333206176758,-100.0,-0.0,1,7.631024693995909e-06
183,-66.66666412353516,-100.0,-1e-14,1,7.631024693995909e-06
184,-100.0,-100.0,-1e-14,1,7.631024693995909e-06
185,-87.5,-75.0,-1e-14,1,7.631024693995909e-06
186,-75.0,-50.0,-1e-14,1,7.631024693995909e-06
187,-62.5,-25.0,-1e-14,1,7.631024693995909e-06
188,-50.0,0.0,-1e-14,1,7.631024693995909e-06
189,-37.5,25.0,-0.0,1,7.631024693995909e-06
190,-25.0,50.0,-0.0,1,7.631024693995909e-06
191,-12.5,75.0,-0.0,1,7.631024693995909e-06
192,-32.82692337036133,-100.0,5.78827238082886,1,7.631024693995909e-06
193,-65.65384674072266,-100.0,11.57654476165771,1,7.631024693995909e-06
194,-98.48077392578125,-100.0,17.36481857299805,1,7.631024693995909e-06
195,-86.1706771850586,-75.0,15.19421577453613,1,7.631024693995909e-06
196,-73.86058044433594,-50.0,13.02361297607422,1,7.631024693995909e-06
197,-61.55048370361328,-25.0,10.85301113128662,1,7.631024693995909e-06
198,-49.24038696289062,0.0,8.68240928649902,1,7.631024693995909e-06
199,-36.93029022216797,25.0,6.51180648803711,1,7.631024693995909e-06
200,-24.62019348144531,50.0,4.34120464324951,1,7.631024693995909e-06
201,-12.31009674072266,75.0,2.17060232162476,1,7.631024693995909e-06
202,-31.32308769226074,-100.0,11.40067100524902,1,7.631024693995909e-06
203,-62.64617538452148,-100.0,22.80134201049805,1,7.631024693995909e-06
204,-93.9692611694336,-100.0,34.2020149230957,1,7.631024693995909e-06
205,-82.22310638427734,-75.0,29.92676162719727,1,7.631024693995909e-06
206,-70.47694396972656,-50.0,25.65151023864746,1,7.631024693995909e-06
207,-58.73078918457031,-25.0,21.37625885009766,1,7.631024693995909e-06
208,-46.9846305847168,0.0,17.10100746154785,1,7.631024693995909e-06
209,-35.23847198486328,25.0,12.82575511932373,1,7.631024693995909e-06
210,-23.4923152923584,50.0,8.55050373077393,1,7.631024693995909e-06
211,-11.7461576461792,75.0,4.27525186538696,1,7.631024693995909e-06
212,-28.86751365661621,-100.0,16.66666603088379,1,7.631024693995909e-06
213,-57.73502731323242,-100.0,33.33333206176758,1,7.631024693995909e-06
214,-86.6025390625,-100.0,50.0,1,7.631024693995909e-06
215,-75.7772216796875,-75.0,43.75,1,7.631024693995909e-06
216,-64.951904296875,-50.0,37.5,1,7.631024693995909e-06
217,-54.1265869140625,-25.0,31.25,1,7.631024693995909e-06
218,-43.30126953125,0.0,25.0,1,7.631024693995909e-06
219,-32.4759521484375,25.0,18.75,1,7.631024693995909e-06
220,-21.650634765625,50.0,12.5,1,7.631024693995909e-06
221,-10.8253173828125,75.0,6.25,1,7.631024693995909e-06
222,-25.53481483459473,-100.0,21.42625427246094,1,7.631024693995909e-06
223,-51.06962966918945,-100.0,42.85250854492188,1,7.631024693995909e-06
224,-76.60444641113281,-100.0,64.27876281738281,1,7.631024693995909e-06
225,-67.02889251708984,-75.0,56.24391555786133,1,7.631024693995909e-06
226,-57.45333480834961,-50.0,48.20907211303711,1,7.631024693995909e-06
227,-47.87777709960938,-25.0,40.17422485351562,1,7.631024693995909e-06
228,-38.30222320556641,0.0,32.13938140869141,1,7.631024693995909e-06
229,-28.7266674041748,25.0,24.10453605651855,1,7.631024693995909e-06
230,-19.1511116027832,50.0,16.0696907043457,1,7.631024693995909e-06
231,-9.5755558013916,75.0,8.03484535217285,1,7.631024693995909e-06
232,-21.42625427246094,-100.0,25.53481483459473,1,7.631024693995909e-06
233,-42.85250854492188,-100.0,51.06962966918945,1,7.631024693995909e-06
234,-64.27876281738281,-100.0,76.60444641113281,1,7.631024693995909e-06
235,-56.24391555786133,-75.0,67.02889251708984,1,7.631024693995909e-06
236,-48.20907211303711,-50.0,57.45333480834961,1,7.631024693995909e-06
237,-40.17422485351562,-25.0,47.87777709960938,1,7.631024693995909e-06
238,-32.13938140869141,0.0,38.30222320556641,1,7.631024693995909e-06
239,-24.10453605651855,25.0,28.7266674041748,1,7.631024693995909e-06
240,-16.0696907043457,50.0,19.1511116027832,1,7.631024693995909e-06
241,-8.03484535217285,75.0,9.5755558013916,1,7.631024693995909e-06
242,-16.66666603088379,-100.0,28.86751365661621,1,7.631024693995909e-06
243,-33.33333206176758,-100.0,57.73502731323242,1,7.631024693995909e-06
244,-50.0,-100.0,86.6025390625,1,7.631024693995909e-06
245,-43.75,-75.0,75.7772216796875,1,7.631024693995909e-06
246,-37.5,-50.0,64.951904296875,1,7.631024693995909e-06
247,-31.25,-25.0,54.1265869140625,1,7.631024693995909e-06
248,-25.0,0.0,43.30126953125,1,7.631024693995909e-06
249,-18.75,25.0,32.4759521484375,1,7.631024693995909e-06
250,-12.5,50.0,21.650634765625,1,7.631024693995909e-06
251,-6.25,75.0,10.8253173828125,1,7.631024693995909e-06
252,-11.40067100524902,-100.0,31.32308769226074,1,7.631024693995909e-06
253,-22.80134201049805,-100.0,62.64617538452148,1,7.631024693995909e-06
254,-34.2020149230957,-100.0,93.9692611694336,1,7.631024693995909e-06
255,-29.92676162719727,-75.0,82.22310638427734,1,7.631024693995909e-06
256,-25.65151023864746,-50.0,70.47694396972656,1,7.631024693995909e-06
257,-21.37625885009766,-25.0,58.73078918457031,1,7.631024693995909e-06
258,-17.10100746154785,0.0,46.9846305847168,1,7.631024693995909e-06
259,-12.82575511932373,25.0,35.23847198486328,1,7.631024693995909e-06
260,-8.55050373077393,50.0,23.4923152923584,1,7.631024693995909e-06
261,-4.27525186538696,75.0,11.7461576461792,1,7.631024693995909e-06
262,-5.78827238082886,-100.0,32.82692337036133,1,7.631024693995909e-06
263,-11.57654476165771,-100.0,65.65384674072266,1,7.631024693995909e-06
264,-17.36481857299805,-100.0,98.48077392578125,1,7.631024693995909e-06
265,-15.19421577453613,-75.0,86.1706771850586,1,7.631024693995909e-06
266,-13.02361297607422,-50.0,73.86058044433594,1,7.631024693995909e-06
267,-10.85301113128662,-25.0,61.55048370361328,1,7.631024693995909e-06
268,-8.68240928649902,0.0,49.24038696289062,1,7.631024693995909e-06
269,-6.51180648803711,25.0,36.93029022216797,1,7.631024693995909e-06
270,-4.34120464324951,50.0,24.62019348144531,1,7.631024693995909e-06
271,-2.17060232162476,75.0,12.31009674072266,1,7.631024693995909e-06
272,-1e-14,-100.0,33.33333206176758,1,7.631024693995909e-06
273,-1e-14,-100.0,66.66666412353516,1,7.631024693995909e-06
274,-2e-14,-100.0,100.0,1,7.631024693995909e-06
275,-2e-14,-75.0,87.5,1,7.631024693995909e-06
276,-1e-14,-50.0,75.0,1,7.631024693995909e-06
277,-1e-14,-25.0,62.5,1,7.631024693995909e-06
278,-1e-14,0.0,50.0,1,7.631024693995909e-06
279,-1e-14,25.0,37.5,1,7.631024693995909e-06
280,-0.0,50.0,25.0,1,7.631024693995909e-06
281,-0.0,75.0,12.5,1,7.631024693995909e-06
282,5.78827238082886,-100.0,32.82692337036133,1,7.631024693995909e-06
283,11.57654476165771,-100.0,65.65384674072266,1,7.631024693995909e-06
284,17.36481857299805,-100.0,98.48077392578125,1,7.631024693995909e-06
285,15.19421577453613,-75.0,86.1706771850586,1,7.631024693995909e-06
286,13.02361297607422,-50.0,73.86058044433594,1,7.631024693995909e-06
287,10.85301113128662,-25.0,61.55048370361328,1,7.631024693995909e-06
288,8.68240928649902,0.0,49.24038696289062,1,7.631024693995909e-06
289,6.51180648803711,25.0,36.93029022216797,1,7.631024693995909e-06
290,4.34120464324951,50.0,24.62019348144531,1,7.631024693995909e-06
291,2.17060232162476,75.0,12.31009674072266,1,7.631024693995909e-06
292,11.40067100524902,-100.0,31.32308769226074,1,7.631024693995909e-06
293,22.80134201049805,-100.0,62.64617538452148,1,7.631024693995909e-06
294,34.2020149230957,-100.0,93.9692611694336,1,7.631024693995909e-06
295,29.92676162719727,-75.0,82.22310638427734,1,7.631024693995909e-06
296,25.65151023864746,-50.0,70.47694396972656,1,7.631024693995909e-06
297,21.37625885009766,-25.0,58.73078918457031,1,7.631024693995909e-06
298,17.10100746154785,0.0,46.9846305847168,1,7.631024693995909e-06
299,12.82575511932373,25.0,35.23847198486328,1,7.631024693995909e-06
300,8.55050373077393,50.0,23.4923152923584,1,7.631024693995909e-06
301,4.27525186538696,75.0,11.7461576461792,1,7.631024693995909e-06
302,16.66666603088379,-100.0,28.86751365661621,1,7.631024693995909e-06
303,33.33333206176758,-100.0,57.73502731323242,1,7.631024693995909e-06
304,50.0,-100.0,86.6025390625,1,7.631024693995909e-06
305,43.75,-75.0,75.7772216796875,1,7.631024693995909e-06
306,37.5,-50.0,64.951904296875,1,7.631024693995909e-06
307,31.25,-25.0,54.1265869140625,1,7.631024693995909e-06
308,25.0,0.0,43.30126953125,1,7.631024693995909e-06
309,18.75,25.0,32.4759521484375,1,7.631024693995909e-06
310,12.5,50.0,21.650634765625,1,7.631024693995909e-06
311,6.25,75.0,10.8253173828125,1,7.631024693995909e-06
312,21.42625427246094,-100.0,25.53481483459473,1,7.631024693995909e-06
313,42.85250854492188,-100.0,51.06962966918945,1,7.631024693995909e-06
314,64.27876281738281,-100.0,76.60444641113281,1,7.631024693995909e-06
315,56.24391555786133,-75.0,67.02889251708984,1,7.631024693995909e-06
316,48.20907211303711,-50.0,57.45333480834961,1,7.631024693995909e-06
317,40.17422485351562,-25.0,47.87777709960938,1,7.631024693995909e-06
318,32.13938140869141,0.0,38.30222320556641,1,7.631024693995909e-06
319,24.10453605651855,25.0,28.7266674041748,1,7.631024693995909e-06
320,16.0696907043457,50.0,19.1511116027832,1,7.631024693995909e-06
321,8.03484535217285,75.0,9.5755558013916,1,7.631024693995909e-06
322,25.53481483459473,-100.0,21.42625427246094,1,7.631024693995909e-06
323,51.06962966918945,-100.0,42.85250854492188,1,7.631024693995909e-06
324,76.60444641113281,-100.0,64.27876281738281,1,7.631024693995909e-06
325,67.02889251708984,-75.0,56.24391555786133,1,7.631024693995909e-06
326,57.45333480834961,-50.0,48.20907211303711,1,7.631024693995909e-06
327,47.87777709960938,-25.0,40.17422485351562,1,7.631024693995909e-06
328,38.30222320556641,0.0,32.13938140869141,1,7.631024693995909e-06
329,28.7266674041748,25.0,24.10453605651855,1,7.631024693995909e-06
330,19.1511116027832,50.0,16.0696907043457,1,7.631024693995909e-06
331,9.5755558013916,75.0,8.03484535217285,1,7.631024693995909e-06
332,28.86751365661621,-100.0,16.66666603088379,1,7.631024693995909e-06
333,57.73502731323242,-100.0,33.33333206176758,1,7.631024693995909e-06
334,86.6025390625,-100.0,50.0,1,7.631024693995909e-06
335,75.7772216796875,-75.0,43.75,1,7.631024693995909e-06
336,64.951904296875,-50.0,37.5,1,7.631024693995909e-06
337,54.1265869140625,-25.0,31.25,1,7.631024693995909e-06
338,43.30126953125,0.0,25.0,1,7.631024693995909e-06
339,32.4759521484375,25.0,18.75,1,7.631024693995909e-06
340,21.650634765625,50.0,12.5,1,7.631024693995909e-06
341,10.8253173828125,75.0,6.25,1,7.631024693995909e-06
342,31.32308769226074,-100.0,11.40067100524902,1,7.631024693995909e-06
343,62.64617538452148,-100.0,22.80134201049805,1,7.631024693995909e-06
344,93.9692611694336,-100.0,34.2020149230957,1,7.631024693995909e-06
345,82.22310638427734,-75.0,29.92676162719727,1,7.631024693995909e-06
346,70.47694396972656,-50.0,25.65151023864746,1,7.631024693995909e-06
347,58.73078918457031,-25.0,21.37625885009766,1,7.631024693995909e-06
348,46.9846305847168,0.0,17.10100746154785,1,7.631024693995909e-06
349,35.23847198486328,25.0,12.82575511932373,1,7.631024693995909e-06
350,23.4923152923584,50.0,8.55050373077393,1,7.631024693995909e-06
351,11.7461576461792,75.0,4.27525186538696,1,7.631024693995909e-06
352,32.82692337036133,-100.0,5.78827238082886,1,7.631024693995909e-06
353,65.65384674072266,-100.0,11.57654476165771,1,7.631024693995909e-06
354,98.48077392578125,-100.0,17.36481857299805,1,7.631024693995909e-06
355,86.1706771850586,-75.0,15.19421577453613,1,7.631024693995909e-06
356,73.86058044433594,-50.0,13.02361297607422,1,7.631024693995909e-06
357,61.55048370361328,-25.0,10.85301113128662,1,7.631024693995909e-06
358,49.24038696289062,0.0,8.68240928649902,1,7.631024693995909e-06
359,36.93029022216797,25.0,6.51180648803711,1,7.631024693995909e-06
360,24.62019348144531,50.0,4.34120464324951,1,7.631024693995909e-06
361,12.31009674072266,75.0,2.17060232162476,1,7.631024693995909e-06
