,X,Y,Z,n_points_10,corr_dim_10,n_points_15,corr_dim_15,n_points_1,corr_dim_1,n_points_5,corr_dim_5,n_points_20,corr_dim_20
0,0.0,-100.0,0.0,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06
1,33.33333206176758,-100.0,0.0,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,7,5.3417172857971366e-05
2,66.66666412353516,-100.0,0.0,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,3,2.289307408198773e-05
3,100.0,-100.0,0.0,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,3,2.289307408198773e-05
4,87.5,-75.0,0.0,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,3,2.289307408198773e-05
5,75.0,-50.0,0.0,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,3,2.289307408198773e-05
6,62.5,-25.0,0.0,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,3,2.289307408198773e-05
7,50.0,0.0,0.0,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,5,3.815512346997955e-05
8,37.5,25.0,0.0,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,7,5.3417172857971366e-05
9,25.0,50.0,0.0,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,3,2.289307408198773e-05,9,6.86792222459632e-05
10,12.5,75.0,0.0,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,5,3.815512346997955e-05,21,0.0001602515185739141
11,0.0,100.0,0.0,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06
12,32.82692337036133,-100.0,-5.78827238082886,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,7,5.3417172857971366e-05
13,65.65384674072266,-100.0,-11.57654476165771,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,3,2.289307408198773e-05
14,98.48077392578125,-100.0,-17.36481857299805,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,3,2.289307408198773e-05
15,86.1706771850586,-75.0,-15.19421577453613,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,3,2.289307408198773e-05
16,73.86058044433594,-50.0,-13.02361297607422,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,3,2.289307408198773e-05
17,61.55048370361328,-25.0,-10.85301113128662,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,3,2.289307408198773e-05
18,49.24038696289062,0.0,-8.68240928649902,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,5,3.815512346997955e-05
19,36.93029022216797,25.0,-6.51180648803711,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,7,5.3417172857971366e-05
20,24.62019348144531,50.0,-4.34120464324951,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,3,2.289307408198773e-05,9,6.86792222459632e-05
21,12.31009674072266,75.0,-2.17060232162476,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,5,3.815512346997955e-05,21,0.0001602515185739141
22,31.32308769226074,-100.0,-11.40067100524902,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,7,5.3417172857971366e-05
23,62.64617538452148,-100.0,-22.80134201049805,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,3,2.289307408198773e-05
24,93.9692611694336,-100.0,-34.2020149230957,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,3,2.289307408198773e-05
25,82.22310638427734,-75.0,-29.92676162719727,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,3,2.289307408198773e-05
26,70.47694396972656,-50.0,-25.65151023864746,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,3,2.289307408198773e-05
27,58.73078918457031,-25.0,-21.37625885009766,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,3,2.289307408198773e-05
28,46.9846305847168,0.0,-17.10100746154785,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,5,3.815512346997955e-05
29,35.23847198486328,25.0,-12.82575511932373,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,7,5.3417172857971366e-05
30,23.4923152923584,50.0,-8.55050373077393,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,3,2.289307408198773e-05,9,6.86792222459632e-05
31,11.7461576461792,75.0,-4.27525186538696,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,5,3.815512346997955e-05,21,0.0001602515185739141
32,28.86751365661621,-100.0,-16.66666603088379,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,7,5.3417172857971366e-05
33,57.73502731323242,-100.0,-33.33333206176758,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,3,2.289307408198773e-05
34,86.6025390625,-100.0,-50.0,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,3,2.289307408198773e-05
35,75.7772216796875,-75.0,-43.75,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,3,2.289307408198773e-05
36,64.951904296875,-50.0,-37.5,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,3,2.289307408198773e-05
37,54.1265869140625,-25.0,-31.25,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,3,2.289307408198773e-05
38,43.30126953125,0.0,-25.0,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,5,3.815512346997955e-05
39,32.4759521484375,25.0,-18.75,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,7,5.3417172857971366e-05
40,21.650634765625,50.0,-12.5,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,3,2.289307408198773e-05,9,6.86792222459632e-05
41,10.8253173828125,75.0,-6.25,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,5,3.815512346997955e-05,21,0.0001602515185739141
42,25.53481483459473,-100.0,-21.42625427246094,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,7,5.3417172857971366e-05
43,51.06962966918945,-100.0,-42.85250854492188,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,3,2.289307408198773e-05
44,76.60444641113281,-100.0,-64.27876281738281,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,3,2.289307408198773e-05
45,67.02889251708984,-75.0,-56.24391555786133,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,3,2.289307408198773e-05
46,57.45333480834961,-50.0,-48.20907211303711,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,3,2.289307408198773e-05
47,47.87777709960938,-25.0,-40.17422485351562,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,3,2.289307408198773e-05
48,38.30222320556641,0.0,-32.13938140869141,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,5,3.815512346997955e-05
49,28.7266674041748,25.0,-24.10453605651855,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,7,5.3417172857971366e-05
50,19.1511116027832,50.0,-16.0696907043457,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,3,2.289307408198773e-05,9,6.86792222459632e-05
51,9.5755558013916,75.0,-8.03484535217285,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,5,3.815512346997955e-05,21,0.0001602515185739141
52,21.42625427246094,-100.0,-25.53481483459473,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,7,5.3417172857971366e-05
53,42.85250854492188,-100.0,-51.06962966918945,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,3,2.289307408198773e-05
54,64.27876281738281,-100.0,-76.60444641113281,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,3,2.289307408198773e-05
55,56.24391555786133,-75.0,-67.02889251708984,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,3,2.289307408198773e-05
56,48.20907211303711,-50.0,-57.45333480834961,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,3,2.289307408198773e-05
57,40.17422485351562,-25.0,-47.87777709960938,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,3,2.289307408198773e-05
58,32.13938140869141,0.0,-38.30222320556641,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,5,3.815512346997955e-05
59,24.10453605651855,25.0,-28.7266674041748,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,7,5.3417172857971366e-05
60,16.0696907043457,50.0,-19.1511116027832,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,3,2.289307408198773e-05,9,6.86792222459632e-05
61,8.03484535217285,75.0,-9.5755558013916,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,5,3.815512346997955e-05,21,0.0001602515185739141
62,16.66666603088379,-100.0,-28.86751365661621,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,7,5.3417172857971366e-05
63,33.33333206176758,-100.0,-57.73502731323242,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,3,2.289307408198773e-05
64,50.0,-100.0,-86.6025390625,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,3,2.289307408198773e-05
65,43.75,-75.0,-75.7772216796875,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,3,2.289307408198773e-05
66,37.5,-50.0,-64.951904296875,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,3,2.289307408198773e-05
67,31.25,-25.0,-54.1265869140625,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,3,2.289307408198773e-05
68,25.0,0.0,-43.30126953125,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,5,3.815512346997955e-05
69,18.75,25.0,-32.4759521484375,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,7,5.3417172857971366e-05
70,12.5,50.0,-21.650634765625,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,3,2.289307408198773e-05,9,6.86792222459632e-05
71,6.25,75.0,-10.8253173828125,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,5,3.815512346997955e-05,21,0.0001602515185739141
72,11.40067100524902,-100.0,-31.32308769226074,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,7,5.3417172857971366e-05
73,22.80134201049805,-100.0,-62.64617538452148,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,3,2.289307408198773e-05
74,34.2020149230957,-100.0,-93.9692611694336,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,3,2.289307408198773e-05
75,29.92676162719727,-75.0,-82.22310638427734,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,3,2.289307408198773e-05
76,25.65151023864746,-50.0,-70.47694396972656,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,3,2.289307408198773e-05
77,21.37625885009766,-25.0,-58.73078918457031,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,3,2.289307408198773e-05
78,17.10100746154785,0.0,-46.9846305847168,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,5,3.815512346997955e-05
79,12.82575511932373,25.0,-35.23847198486328,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,7,5.3417172857971366e-05
80,8.55050373077393,50.0,-23.4923152923584,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,3,2.289307408198773e-05,9,6.86792222459632e-05
81,4.27525186538696,75.0,-11.7461576461792,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,5,3.815512346997955e-05,21,0.0001602515185739141
82,5.78827238082886,-100.0,-32.82692337036133,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,7,5.3417172857971366e-05
83,11.57654476165771,-100.0,-65.65384674072266,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,3,2.289307408198773e-05
84,17.36481857299805,-100.0,-98.48077392578125,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,3,2.289307408198773e-05
85,15.19421577453613,-75.0,-86.1706771850586,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,3,2.289307408198773e-05
86,13.02361297607422,-50.0,-73.86058044433594,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,3,2.289307408198773e-05
87,10.85301113128662,-25.0,-61.55048370361328,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,3,2.289307408198773e-05
88,8.68240928649902,0.0,-49.24038696289062,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,5,3.815512346997955e-05
89,6.51180648803711,25.0,-36.93029022216797,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,7,5.3417172857971366e-05
90,4.34120464324951,50.0,-24.62019348144531,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,3,2.289307408198773e-05,9,6.86792222459632e-05
91,2.17060232162476,75.0,-12.31009674072266,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,5,3.815512346997955e-05,21,0.0001602515185739141
92,0.0,-100.0,-33.33333206176758,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,7,5.3417172857971366e-05
93,0.0,-100.0,-66.66666412353516,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,3,2.289307408198773e-05
94,1e-14,-100.0,-100.0,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,3,2.289307408198773e-05
95,1e-14,-75.0,-87.5,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,3,2.289307408198773e-05
96,0.0,-50.0,-75.0,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,3,2.289307408198773e-05
97,0.0,-25.0,-62.5,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,3,2.289307408198773e-05
98,0.0,0.0,-50.0,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,5,3.815512346997955e-05
99,0.0,25.0,-37.5,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,7,5.3417172857971366e-05
100,0.0,50.0,-25.0,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,3,2.289307408198773e-05,9,6.86792222459632e-05
101,0.0,75.0,-12.5,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,5,3.815512346997955e-05,21,0.0001602515185739141
102,-5.78827238082886,-100.0,-32.82692337036133,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,7,5.3417172857971366e-05
103,-11.57654476165771,-100.0,-65.65384674072266,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,3,2.289307408198773e-05
104,-17.36481857299805,-100.0,-98.48077392578125,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,3,2.289307408198773e-05
105,-15.19421577453613,-75.0,-86.1706771850586,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,3,2.289307408198773e-05
106,-13.02361297607422,-50.0,-73.86058044433594,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,3,2.289307408198773e-05
107,-10.85301113128662,-25.0,-61.55048370361328,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,3,2.289307408198773e-05
108,-8.68240928649902,0.0,-49.24038696289062,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,5,3.815512346997955e-05
109,-6.51180648803711,25.0,-36.93029022216797,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,7,5.3417172857971366e-05
110,-4.34120464324951,50.0,-24.62019348144531,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,3,2.289307408198773e-05,9,6.86792222459632e-05
111,-2.17060232162476,75.0,-12.31009674072266,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,5,3.815512346997955e-05,21,0.0001602515185739141
112,-11.40067100524902,-100.0,-31.32308769226074,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,7,5.3417172857971366e-05
113,-22.80134201049805,-100.0,-62.64617538452148,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,3,2.289307408198773e-05
114,-34.2020149230957,-100.0,-93.9692611694336,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,3,2.289307408198773e-05
115,-29.92676162719727,-75.0,-82.22310638427734,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,3,2.289307408198773e-05
116,-25.65151023864746,-50.0,-70.47694396972656,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,3,2.289307408198773e-05
117,-21.37625885009766,-25.0,-58.73078918457031,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,3,2.289307408198773e-05
118,-17.10100746154785,0.0,-46.9846305847168,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,5,3.815512346997955e-05
119,-12.82575511932373,25.0,-35.23847198486328,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,7,5.3417172857971366e-05
120,-8.55050373077393,50.0,-23.4923152923584,1,7.631024693995909e-06,1,7.631024693995909e-06,1,7.631024693995909e-06,3,2.289307408198773e-05,9,6.86792222459632e-05
